label,timestamp,animal_id,temperatura_corporal_prom,hubo_rumia,frec_cardiaca_prom,rmssd,sdnn,hubo_vocalizacion,latitud,longitud,metros_recorridos,velocidad_movimiento_prom
sana,2025-06-02 08:40:00,BOV_004,38.5,1,74.3,31.1,34.8,0,-34.683449,-60.862641,48.3,0.58
sana,2025-06-02 08:45:00,BOV_004,38.6,1,74.3,36.1,39.8,0,-34.683449,-60.862642,158.3,1.9
sana,2025-06-02 08:50:00,BOV_004,38.45,1,72.4,35.5,47.4,0,-34.683449,-60.862642,166.7,2.0
sana,2025-06-02 08:55:00,BOV_004,38.05,1,76.8,49.3,56.0,0,-34.68345,-60.862641,106.7,1.28
sana,2025-06-02 09:00:00,BOV_004,39.38,1,61.9,46.1,54.8,0,-34.68345,-60.862641,53.3,0.64
sana,2025-06-02 09:05:00,BOV_004,39.37,0,78.6,29.2,36.4,0,-34.68345,-60.862641,45.8,0.55
sana,2025-06-02 09:10:00,BOV_004,39.17,0,56.0,47.4,59.9,0,-34.683449,-60.862641,64.2,0.77
sana,2025-06-02 09:15:00,BOV_004,37.52,0,78.8,28.1,35.0,0,-34.683449,-60.862639,110.0,1.32
sana,2025-06-02 09:20:00,BOV_004,37.8,1,54.4,43.3,52.9,0,-34.683449,-60.862639,10.8,0.13
sana,2025-06-02 09:25:00,BOV_004,38.49,0,60.2,44.4,66.4,0,-34.683449,-60.862639,74.2,0.89
sana,2025-06-02 09:30:00,BOV_004,39.01,1,63.2,37.1,49.5,0,-34.683448,-60.862639,199.2,2.39
sana,2025-06-02 09:35:00,BOV_004,39.61,0,59.8,43.0,58.8,0,-34.683448,-60.862639,88.3,1.06
sana,2025-06-02 09:40:00,BOV_004,38.52,0,58.1,64.1,86.6,0,-34.683448,-60.862639,146.7,1.76
sana,2025-06-02 09:45:00,BOV_004,40.12,1,74.8,32.2,45.7,0,-34.683448,-60.862639,31.7,0.38
sana,2025-06-02 09:50:00,BOV_004,38.99,1,79.1,31.0,43.2,0,-34.683448,-60.862639,60.8,0.73
sana,2025-06-02 09:55:00,BOV_004,39.39,1,65.8,49.3,58.6,0,-34.683447,-60.862638,173.3,2.08
sana,2025-06-02 10:00:00,BOV_004,38.36,1,78.1,38.4,53.7,0,-34.683447,-60.862638,18.3,0.22
sana,2025-06-02 10:05:00,BOV_004,39.86,0,63.0,47.6,68.8,0,-34.683448,-60.862639,139.2,1.67
sana,2025-06-02 10:10:00,BOV_004,39.2,0,66.9,49.0,61.0,0,-34.683449,-60.86264,133.3,1.6
sana,2025-06-02 10:15:00,BOV_004,38.08,1,57.8,23.2,29.8,0,-34.683449,-60.862641,162.5,1.95
sana,2025-06-02 10:20:00,BOV_004,37.77,0,79.5,16.8,25.0,0,-34.68345,-60.86264,90.8,1.09
sana,2025-06-02 10:25:00,BOV_004,39.24,0,60.8,39.6,50.9,0,-34.68345,-60.86264,125.0,1.5
sana,2025-06-02 10:30:00,BOV_004,38.4,0,62.3,35.4,46.9,0,-34.68345,-60.86264,29.2,0.35
sana,2025-06-02 10:35:00,BOV_004,38.82,0,62.9,41.7,52.5,1,-34.68345,-60.862641,30.0,0.36
sana,2025-06-02 10:40:00,BOV_004,38.99,0,71.2,57.0,65.8,0,-34.68345,-60.862641,48.3,0.58
sana,2025-06-02 10:45:00,BOV_004,38.66,0,64.9,26.1,29.6,0,-34.683449,-60.862641,45.8,0.55
sana,2025-06-02 10:50:00,BOV_004,39.54,1,55.5,47.9,64.4,0,-34.683449,-60.862641,0.0,0.0
sana,2025-06-02 10:55:00,BOV_004,38.52,0,54.5,46.6,54.9,0,-34.683449,-60.862641,0.0,0.0
sana,2025-06-02 11:00:00,BOV_004,39.16,1,60.8,40.9,57.2,0,-34.683449,-60.862641,86.7,1.04
sana,2025-06-02 11:05:00,BOV_004,38.66,0,63.8,37.8,46.6,0,-34.683449,-60.862641,17.5,0.21
sana,2025-06-02 11:10:00,BOV_004,39.13,1,76.5,27.7,35.8,0,-34.683449,-60.862641,87.5,1.05
sana,2025-06-02 11:15:00,BOV_004,38.93,0,69.6,60.0,68.3,0,-34.683448,-60.862641,155.8,1.87
sana,2025-06-02 11:20:00,BOV_004,38.26,1,67.6,34.5,43.2,0,-34.683448,-60.862641,25.8,0.31
sana,2025-06-02 11:25:00,BOV_004,38.87,0,69.1,28.9,41.6,0,-34.683447,-60.862641,121.7,1.46
sana,2025-06-02 11:30:00,BOV_004,39.16,0,66.5,50.8,68.6,0,-34.683447,-60.862642,217.5,2.61
sana,2025-06-02 11:35:00,BOV_004,37.95,1,55.6,50.5,68.4,0,-34.683448,-60.862641,93.3,1.12
sana,2025-06-02 11:40:00,BOV_004,38.53,0,72.1,54.0,62.5,0,-34.683447,-60.862642,122.5,1.47
sana,2025-06-02 11:45:00,BOV_004,38.41,0,59.0,44.7,59.9,0,-34.683447,-60.862642,6.7,0.08
sana,2025-06-02 11:50:00,BOV_004,39.86,0,61.0,55.4,63.8,0,-34.683447,-60.862642,38.3,0.46
sana,2025-06-02 11:55:00,BOV_004,39.27,1,68.3,44.8,63.6,0,-34.683447,-60.862641,77.5,0.93
sana,2025-06-02 12:00:00,BOV_004,39.21,0,58.8,40.1,49.2,1,-34.683448,-60.862641,182.5,2.19
sana,2025-06-02 12:05:00,BOV_004,39.09,1,63.8,25.6,32.0,0,-34.683446,-60.862641,160.0,1.92
sana,2025-06-02 12:10:00,BOV_004,38.61,1,55.4,45.6,52.9,0,-34.683445,-60.862641,128.3,1.54
sana,2025-06-02 12:15:00,BOV_004,38.84,1,71.3,44.1,53.1,0,-34.683444,-60.862641,254.2,3.05
sana,2025-06-02 12:20:00,BOV_004,38.22,1,68.8,48.1,56.8,1,-34.683444,-60.862641,50.8,0.61
sana,2025-06-02 12:25:00,BOV_004,39.32,1,67.9,28.8,40.6,0,-34.683444,-60.862641,57.5,0.69
sana,2025-06-02 12:30:00,BOV_004,38.33,1,55.6,31.2,44.2,0,-34.683445,-60.862641,170.0,2.04
sana,2025-06-02 12:35:00,BOV_004,38.57,1,68.7,35.4,48.0,0,-34.683444,-60.862641,108.3,1.3
sana,2025-06-02 12:40:00,BOV_004,38.54,1,65.8,21.8,24.1,0,-34.683445,-60.862641,119.2,1.43
sana,2025-06-02 12:45:00,BOV_004,38.67,1,57.2,39.5,58.0,0,-34.683445,-60.862641,10.0,0.12
sana,2025-06-02 12:50:00,BOV_004,38.67,1,75.5,47.9,64.6,0,-34.683445,-60.862641,80.8,0.97
sana,2025-06-02 12:55:00,BOV_004,39.26,0,62.3,36.2,41.2,0,-34.683445,-60.862641,114.2,1.37
sana,2025-06-02 13:00:00,BOV_004,39.16,0,60.6,45.4,53.3,0,-34.683445,-60.862641,55.0,0.66
sana,2025-06-02 13:05:00,BOV_004,38.36,1,41.9,43.7,53.1,0,-34.683444,-60.862642,112.5,1.35
sana,2025-06-02 13:10:00,BOV_004,38.38,1,68.3,29.7,40.1,0,-34.683443,-60.862641,184.2,2.21
sana,2025-06-02 13:15:00,BOV_004,38.19,1,77.1,48.7,56.9,0,-34.683442,-60.862641,67.5,0.81
sana,2025-06-02 13:20:00,BOV_004,38.77,0,55.9,46.2,64.3,0,-34.683443,-60.862642,113.3,1.36
sana,2025-06-02 13:25:00,BOV_004,39.13,0,79.5,23.5,27.3,0,-34.683444,-60.862642,141.7,1.7
sana,2025-06-02 13:30:00,BOV_004,37.48,1,64.8,52.1,68.3,0,-34.683445,-60.862643,186.7,2.24
sana,2025-06-02 13:35:00,BOV_004,38.91,0,60.8,31.6,46.5,0,-34.683445,-60.862643,22.5,0.27
sana,2025-06-02 13:40:00,BOV_004,39.17,1,73.8,33.9,38.8,0,-34.683445,-60.862642,55.0,0.66
sana,2025-06-02 13:45:00,BOV_004,38.35,1,65.0,33.6,45.6,1,-34.683444,-60.862643,75.0,0.9
sana,2025-06-02 13:50:00,BOV_004,38.5,0,79.3,49.3,64.2,0,-34.683444,-60.862643,82.5,0.99
sana,2025-06-02 13:55:00,BOV_004,39.48,0,66.6,39.6,55.1,0,-34.683444,-60.862643,22.5,0.27
sana,2025-06-02 14:00:00,BOV_004,39.07,1,58.9,28.3,38.7,1,-34.683444,-60.862643,50.0,0.6
sana,2025-06-02 14:05:00,BOV_004,38.36,0,75.1,45.1,57.7,0,-34.683445,-60.862644,81.7,0.98
sana,2025-06-02 14:10:00,BOV_004,39.63,1,76.8,30.0,39.0,0,-34.683445,-60.862644,45.8,0.55
sana,2025-06-02 14:15:00,BOV_004,38.84,1,70.4,41.3,45.9,0,-34.683445,-60.862644,109.2,1.31
sana,2025-06-02 14:20:00,BOV_004,38.73,1,45.7,37.8,51.1,0,-34.683445,-60.862644,110.8,1.33
sana,2025-06-02 14:25:00,BOV_004,39.71,1,64.3,30.6,38.5,0,-34.683444,-60.862644,76.7,0.92
sana,2025-06-02 14:30:00,BOV_004,38.33,0,75.2,38.2,43.4,0,-34.683444,-60.862645,84.2,1.01
sana,2025-06-02 14:35:00,BOV_004,38.62,1,49.8,35.7,41.5,0,-34.683445,-60.862645,148.3,1.78
sana,2025-06-02 14:40:00,BOV_004,38.87,0,65.7,38.9,46.2,1,-34.683445,-60.862645,184.2,2.21
sana,2025-06-02 14:45:00,BOV_004,39.11,1,56.9,29.2,41.6,1,-34.683445,-60.862646,40.8,0.49
sana,2025-06-02 14:50:00,BOV_004,39.18,1,76.6,53.4,73.0,0,-34.683445,-60.862646,58.3,0.7
sana,2025-06-02 14:55:00,BOV_004,37.81,1,85.0,40.2,58.8,0,-34.683446,-60.862645,222.5,2.67
sana,2025-06-02 15:00:00,BOV_004,37.81,1,66.2,31.4,38.4,0,-34.683445,-60.862645,60.8,0.73
sana,2025-06-02 15:05:00,BOV_004,38.31,1,70.7,29.3,34.4,0,-34.683445,-60.862645,17.5,0.21
sana,2025-06-02 15:10:00,BOV_004,37.91,1,61.5,51.3,66.0,0,-34.683446,-60.862644,48.3,0.58
sana,2025-06-02 15:15:00,BOV_004,37.53,0,75.8,42.0,61.0,0,-34.683446,-60.862644,101.7,1.22
sana,2025-06-02 15:20:00,BOV_004,38.6,1,60.3,38.0,46.2,0,-34.683446,-60.862644,78.3,0.94
sana,2025-06-02 15:25:00,BOV_004,38.25,0,67.5,47.6,57.6,0,-34.683446,-60.862644,60.8,0.73
sana,2025-06-02 15:30:00,BOV_004,37.97,1,71.1,34.5,40.3,1,-34.683445,-60.862644,83.3,1.0
sana,2025-06-02 15:35:00,BOV_004,38.97,1,65.9,53.1,68.3,0,-34.683445,-60.862644,83.3,1.0
sana,2025-06-02 15:40:00,BOV_004,39.05,1,65.4,21.5,25.4,0,-34.683446,-60.862644,250.8,3.01
sana,2025-06-02 15:45:00,BOV_004,39.58,1,70.4,41.8,52.4,0,-34.683444,-60.862646,242.5,2.91
sana,2025-06-02 15:50:00,BOV_004,39.11,1,60.8,39.3,57.6,0,-34.683445,-60.862645,150.8,1.81
sana,2025-06-02 15:55:00,BOV_004,39.14,1,84.1,39.6,49.9,0,-34.683445,-60.862645,53.3,0.64
sana,2025-06-02 16:00:00,BOV_004,39.08,1,54.5,44.2,50.7,0,-34.683445,-60.862645,32.5,0.39
sana,2025-06-02 16:05:00,BOV_004,38.78,1,58.2,43.4,62.0,0,-34.683444,-60.862646,185.0,2.22
sana,2025-06-02 16:10:00,BOV_004,38.32,0,64.3,26.5,30.0,0,-34.683444,-60.862645,55.0,0.66
sana,2025-06-02 16:15:00,BOV_004,39.39,0,72.1,20.9,23.7,1,-34.683443,-60.862645,81.7,0.98
sana,2025-06-02 16:20:00,BOV_004,37.9,0,72.9,32.7,48.2,0,-34.683443,-60.862646,170.0,2.04
sana,2025-06-02 16:25:00,BOV_004,39.03,0,76.3,46.6,53.9,0,-34.683443,-60.862646,80.8,0.97
sana,2025-06-02 16:30:00,BOV_004,37.18,1,68.3,43.0,51.7,0,-34.683442,-60.862646,127.5,1.53
sana,2025-06-02 16:35:00,BOV_004,38.85,1,66.3,39.0,43.5,0,-34.683442,-60.862646,141.7,1.7
sana,2025-06-02 16:40:00,BOV_004,38.28,1,54.8,39.6,51.4,0,-34.683442,-60.862647,161.7,1.94
sana,2025-06-02 16:45:00,BOV_004,38.98,1,57.0,34.4,43.8,0,-34.683443,-60.862647,213.3,2.56
sana,2025-06-02 16:50:00,BOV_004,38.16,0,58.7,40.2,52.3,1,-34.683443,-60.862647,212.5,2.55
sana,2025-06-02 16:55:00,BOV_004,38.65,0,60.8,25.4,36.4,0,-34.683443,-60.862647,160.8,1.93
sana,2025-06-02 17:00:00,BOV_004,38.73,1,54.6,48.9,65.0,0,-34.683443,-60.862646,174.2,2.09
sana,2025-06-02 17:05:00,BOV_004,37.99,0,77.0,38.6,48.1,1,-34.683442,-60.862647,132.5,1.59
sana,2025-06-02 17:10:00,BOV_004,37.86,1,81.0,64.6,90.4,0,-34.683443,-60.862647,291.7,3.5
sana,2025-06-02 17:15:00,BOV_004,39.15,1,65.0,19.1,22.8,0,-34.683442,-60.862648,184.2,2.21
sana,2025-06-02 17:20:00,BOV_004,39.31,1,68.4,43.2,55.2,0,-34.683442,-60.862648,56.7,0.68
sana,2025-06-02 17:25:00,BOV_004,39.14,1,67.8,37.0,45.5,0,-34.683442,-60.862647,110.0,1.32
sana,2025-06-02 17:30:00,BOV_004,38.89,1,66.4,28.7,43.0,1,-34.683441,-60.862648,148.3,1.78
sana,2025-06-02 17:35:00,BOV_004,37.56,1,63.3,22.1,24.7,0,-34.68344,-60.862647,151.7,1.82
sana,2025-06-02 17:40:00,BOV_004,39.26,1,77.0,41.0,57.0,0,-34.68344,-60.862647,149.2,1.79
sana,2025-06-02 17:45:00,BOV_004,38.71,1,58.4,37.9,46.2,0,-34.683441,-60.862646,160.0,1.92
sana,2025-06-02 17:50:00,BOV_004,39.61,1,54.9,24.5,29.4,0,-34.683441,-60.862647,185.0,2.22
sana,2025-06-02 17:55:00,BOV_004,37.98,1,70.9,38.8,56.0,1,-34.683442,-60.862648,135.0,1.62
sana,2025-06-02 18:00:00,BOV_004,38.4,1,71.6,18.6,27.9,0,-34.683442,-60.862649,223.3,2.68
sana,2025-06-02 18:05:00,BOV_004,38.26,1,75.7,43.2,57.3,0,-34.683441,-60.862648,172.5,2.07
sana,2025-06-02 18:10:00,BOV_004,38.24,1,68.2,40.0,45.5,0,-34.683441,-60.862648,92.5,1.11
sana,2025-06-02 18:15:00,BOV_004,38.39,1,72.8,34.6,45.2,1,-34.68344,-60.862648,84.2,1.01
sana,2025-06-02 18:20:00,BOV_004,38.33,1,57.4,47.4,60.2,0,-34.68344,-60.862648,18.3,0.22
sana,2025-06-02 18:25:00,BOV_004,38.38,1,74.6,49.3,55.0,0,-34.68344,-60.862649,136.7,1.64
sana,2025-06-02 18:30:00,BOV_004,37.82,1,72.0,24.7,36.0,0,-34.683443,-60.862648,208.3,2.5
sana,2025-06-02 18:35:00,BOV_004,38.95,1,71.4,34.3,43.7,0,-34.683443,-60.862648,165.0,1.98
sana,2025-06-02 18:40:00,BOV_004,38.32,0,72.8,38.9,46.3,0,-34.683443,-60.862648,111.7,1.34
sana,2025-06-02 18:45:00,BOV_004,37.94,0,59.9,37.8,56.4,0,-34.683441,-60.862648,177.5,2.13
sana,2025-06-02 18:50:00,BOV_004,38.59,0,72.2,40.1,55.6,0,-34.683442,-60.862649,115.0,1.38
sana,2025-06-02 18:55:00,BOV_004,38.76,0,59.4,25.7,34.9,0,-34.683442,-60.862648,16.7,0.2
sana,2025-06-02 19:00:00,BOV_004,38.63,0,48.3,32.8,48.1,0,-34.683441,-60.862649,155.0,1.86
sana,2025-06-02 19:05:00,BOV_004,38.25,1,80.6,43.1,51.1,0,-34.68344,-60.862648,135.8,1.63
sana,2025-06-02 19:10:00,BOV_004,38.88,0,69.2,23.6,33.8,0,-34.68344,-60.862648,84.2,1.01
sana,2025-06-02 19:15:00,BOV_004,38.53,1,66.4,40.4,54.0,0,-34.683439,-60.862648,73.3,0.88
sana,2025-06-02 19:20:00,BOV_004,38.63,1,76.2,26.2,35.0,0,-34.68344,-60.862648,80.0,0.96
sana,2025-06-02 19:25:00,BOV_004,38.66,1,56.6,49.3,72.5,0,-34.683441,-60.862649,171.7,2.06
sana,2025-06-02 19:30:00,BOV_004,37.92,1,66.2,38.1,54.5,0,-34.68344,-60.86265,93.3,1.12
sana,2025-06-02 19:35:00,BOV_004,38.49,1,60.0,26.9,36.4,0,-34.68344,-60.86265,44.2,0.53
sana,2025-06-02 19:40:00,BOV_004,38.32,0,56.5,51.7,60.2,0,-34.683441,-60.862649,141.7,1.7
sana,2025-06-02 19:45:00,BOV_004,37.1,0,58.4,32.6,37.8,0,-34.683442,-60.862649,127.5,1.53
sana,2025-06-02 19:50:00,BOV_004,38.47,1,81.2,23.4,26.7,1,-34.683442,-60.862648,102.5,1.23
sana,2025-06-02 19:55:00,BOV_004,38.81,1,75.6,27.6,37.6,0,-34.683442,-60.862648,58.3,0.7
sana,2025-06-02 20:00:00,BOV_004,38.26,1,51.3,43.9,57.1,0,-34.683442,-60.862648,199.2,2.39
sana,2025-06-02 20:05:00,BOV_004,38.81,1,56.9,32.8,37.2,0,-34.683442,-60.86265,215.0,2.58
sana,2025-06-02 20:10:00,BOV_004,38.97,1,56.5,37.8,45.7,0,-34.683442,-60.86265,25.8,0.31
sana,2025-06-02 20:15:00,BOV_004,37.86,0,75.8,29.0,42.0,0,-34.683443,-60.862649,204.2,2.45
sana,2025-06-02 20:20:00,BOV_004,38.22,1,65.3,48.0,63.8,0,-34.683443,-60.862648,230.0,2.76
sana,2025-06-02 20:25:00,BOV_004,37.85,1,69.6,40.9,52.8,0,-34.683444,-60.86265,295.0,3.54
sana,2025-06-02 20:30:00,BOV_004,38.08,1,69.3,46.9,57.7,0,-34.683444,-60.86265,0.0,0.0
sana,2025-06-02 20:35:00,BOV_004,38.92,0,66.7,42.4,54.4,1,-34.683444,-60.86265,0.0,0.0
sana,2025-06-02 20:40:00,BOV_004,38.38,1,68.9,30.2,44.0,0,-34.683445,-60.862649,50.8,0.61
sana,2025-06-02 20:45:00,BOV_004,38.56,1,51.3,36.9,50.6,0,-34.683445,-60.862649,14.2,0.17
sana,2025-06-02 20:50:00,BOV_004,37.99,1,60.9,47.8,56.5,0,-34.683445,-60.862649,0.0,0.0
sana,2025-06-02 20:55:00,BOV_004,38.92,1,44.5,40.6,57.1,0,-34.683445,-60.862649,0.0,0.0
sana,2025-06-02 21:00:00,BOV_004,38.69,0,67.0,46.8,55.3,0,-34.683445,-60.86265,92.5,1.11
sana,2025-06-02 21:05:00,BOV_004,37.84,1,61.9,31.8,37.1,0,-34.683445,-60.86265,137.5,1.65
sana,2025-06-02 21:10:00,BOV_004,38.74,0,52.2,37.4,52.3,0,-34.683445,-60.86265,0.0,0.0
sana,2025-06-02 21:15:00,BOV_004,38.67,0,60.6,53.8,60.4,0,-34.683446,-60.862651,74.2,0.89
sana,2025-06-02 21:20:00,BOV_004,38.1,0,53.9,46.2,66.1,0,-34.683446,-60.862651,0.0,0.0
sana,2025-06-02 21:25:00,BOV_004,39.06,1,68.2,42.6,62.7,0,-34.683446,-60.86265,29.2,0.35
sana,2025-06-02 21:30:00,BOV_004,39.7,0,57.2,47.8,57.6,0,-34.683446,-60.86265,61.7,0.74
sana,2025-06-02 21:35:00,BOV_004,38.68,0,58.9,35.7,48.1,0,-34.683447,-60.86265,95.8,1.15
sana,2025-06-02 21:40:00,BOV_004,39.02,0,67.6,45.1,64.3,0,-34.683447,-60.86265,78.3,0.94
sana,2025-06-02 21:45:00,BOV_004,38.6,0,67.2,21.0,27.2,1,-34.683446,-60.862651,100.8,1.21
sana,2025-06-02 21:50:00,BOV_004,39.37,0,60.8,24.0,27.3,0,-34.683446,-60.862651,0.0,0.0
sana,2025-06-02 21:55:00,BOV_004,37.93,1,75.6,42.2,54.0,0,-34.683446,-60.862651,20.8,0.25
sana,2025-06-02 22:00:00,BOV_004,38.13,0,63.2,28.1,39.3,0,-34.683446,-60.86265,58.3,0.7
sana,2025-06-02 22:05:00,BOV_004,38.63,1,51.4,39.6,46.4,0,-34.683446,-60.86265,19.2,0.23
sana,2025-06-02 22:10:00,BOV_004,38.28,0,62.9,23.3,33.7,0,-34.683447,-60.86265,167.5,2.01
sana,2025-06-02 22:15:00,BOV_004,37.88,0,54.1,40.8,55.0,0,-34.683447,-60.86265,28.3,0.34
sana,2025-06-02 22:20:00,BOV_004,38.88,0,61.8,36.3,54.2,0,-34.683447,-60.86265,153.3,1.84
sana,2025-06-02 22:25:00,BOV_004,38.61,1,71.5,27.2,39.5,0,-34.683447,-60.86265,8.3,0.1
sana,2025-06-02 22:30:00,BOV_004,37.6,1,58.1,41.0,59.8,0,-34.683447,-60.86265,60.0,0.72
sana,2025-06-02 22:35:00,BOV_004,39.62,0,72.6,33.9,44.2,1,-34.683447,-60.86265,41.7,0.5
sana,2025-06-02 22:40:00,BOV_004,38.82,0,62.9,26.7,35.2,0,-34.683447,-60.86265,65.8,0.79
sana,2025-06-02 22:45:00,BOV_004,38.95,0,59.6,28.5,38.7,0,-34.683447,-60.86265,84.2,1.01
sana,2025-06-02 22:50:00,BOV_004,38.64,1,53.2,36.0,45.3,1,-34.683447,-60.86265,53.3,0.64
sana,2025-06-02 22:55:00,BOV_004,38.09,1,64.5,46.8,52.9,0,-34.683448,-60.862649,91.7,1.1
sana,2025-06-02 23:00:00,BOV_004,38.26,0,66.9,43.7,64.3,0,-34.683448,-60.86265,103.3,1.24
sana,2025-06-02 23:05:00,BOV_004,38.91,0,67.8,32.2,42.1,0,-34.683448,-60.86265,39.2,0.47
sana,2025-06-02 23:10:00,BOV_004,38.34,1,56.4,38.8,54.7,0,-34.683448,-60.86265,134.2,1.61
sana,2025-06-02 23:15:00,BOV_004,38.54,1,57.0,46.3,68.2,0,-34.683448,-60.862651,36.7,0.44
sana,2025-06-02 23:20:00,BOV_004,38.76,1,56.5,48.1,71.5,0,-34.683448,-60.86265,65.8,0.79
sana,2025-06-02 23:25:00,BOV_004,38.87,1,78.4,43.2,61.5,0,-34.683448,-60.86265,57.5,0.69
sana,2025-06-02 23:30:00,BOV_004,37.75,0,77.2,27.3,36.0,0,-34.683448,-60.862651,124.2,1.49
sana,2025-06-02 23:35:00,BOV_004,38.37,1,62.6,41.7,58.8,0,-34.683449,-60.86265,110.8,1.33
sana,2025-06-02 23:40:00,BOV_004,38.77,0,70.2,36.7,51.5,0,-34.68345,-60.862648,262.5,3.15
sana,2025-06-02 23:45:00,BOV_004,37.78,0,48.9,32.9,37.4,0,-34.68345,-60.862648,0.0,0.0
sana,2025-06-02 23:50:00,BOV_004,38.43,0,57.2,44.3,53.2,0,-34.68345,-60.862648,0.0,0.0
sana,2025-06-02 23:55:00,BOV_004,38.76,1,70.9,57.1,73.9,0,-34.683449,-60.862648,130.8,1.57
sana,2025-06-03 00:00:00,BOV_004,38.49,0,68.9,39.2,47.6,0,-34.683447,-60.862648,119.2,1.43
sana,2025-06-03 00:05:00,BOV_004,39.38,1,60.3,46.0,53.6,0,-34.683447,-60.862649,53.3,0.64
sana,2025-06-03 00:10:00,BOV_004,37.94,1,74.5,47.8,67.0,0,-34.683446,-60.862648,98.3,1.18
sana,2025-06-03 00:15:00,BOV_004,37.79,0,58.2,34.9,41.4,0,-34.683446,-60.862648,0.0,0.0
sana,2025-06-03 00:20:00,BOV_004,39.01,1,76.9,22.6,31.5,0,-34.683446,-60.862647,152.5,1.83
sana,2025-06-03 00:25:00,BOV_004,39.03,1,74.6,38.6,47.4,0,-34.683447,-60.862647,98.3,1.18
sana,2025-06-03 00:30:00,BOV_004,38.7,1,68.3,51.7,75.2,0,-34.683445,-60.862647,147.5,1.77
sana,2025-06-03 00:35:00,BOV_004,38.44,1,68.2,35.3,49.0,0,-34.683445,-60.862647,36.7,0.44
sana,2025-06-03 00:40:00,BOV_004,38.34,1,59.3,50.3,61.9,0,-34.683444,-60.862647,120.0,1.44
sana,2025-06-03 00:45:00,BOV_004,37.32,0,70.1,62.1,84.7,0,-34.683444,-60.862647,0.0,0.0
sana,2025-06-03 00:50:00,BOV_004,38.24,0,61.5,34.2,46.3,0,-34.683444,-60.862647,0.0,0.0
sana,2025-06-03 00:55:00,BOV_004,38.72,1,66.1,62.9,73.3,0,-34.683443,-60.862646,111.7,1.34
sana,2025-06-03 01:00:00,BOV_004,38.88,0,71.6,27.3,35.2,0,-34.683443,-60.862647,66.7,0.8
sana,2025-06-03 01:05:00,BOV_004,39.35,0,62.9,20.3,27.5,1,-34.683443,-60.862648,176.7,2.12
sana,2025-06-03 01:10:00,BOV_004,39.06,1,63.5,37.1,55.6,0,-34.683442,-60.862648,78.3,0.94
sana,2025-06-03 01:15:00,BOV_004,39.0,1,57.0,49.6,63.1,0,-34.683443,-60.862648,98.3,1.18
sana,2025-06-03 01:20:00,BOV_004,39.03,1,68.8,28.7,32.1,0,-34.683443,-60.862648,0.0,0.0
sana,2025-06-03 01:25:00,BOV_004,38.2,0,73.6,29.5,33.3,0,-34.683442,-60.862649,98.3,1.18
sana,2025-06-03 01:30:00,BOV_004,39.07,0,62.0,41.6,61.7,0,-34.683442,-60.862649,52.5,0.63
sana,2025-06-03 01:35:00,BOV_004,37.98,0,67.1,23.2,29.7,0,-34.683442,-60.862649,93.3,1.12
sana,2025-06-03 01:40:00,BOV_004,38.67,0,68.7,59.4,72.8,0,-34.683442,-60.862649,4.2,0.05
sana,2025-06-03 01:45:00,BOV_004,38.05,0,74.5,50.4,67.4,0,-34.683442,-60.862649,0.0,0.0
sana,2025-06-03 01:50:00,BOV_004,38.8,1,68.8,31.4,40.4,0,-34.683441,-60.862649,45.8,0.55
sana,2025-06-03 01:55:00,BOV_004,38.92,1,54.8,38.9,51.0,0,-34.683442,-60.86265,66.7,0.8
sana,2025-06-03 02:00:00,BOV_004,39.55,0,62.7,17.5,23.9,0,-34.683442,-60.86265,137.5,1.65
sana,2025-06-03 02:05:00,BOV_004,38.9,0,65.5,55.5,63.4,0,-34.683443,-60.862649,155.8,1.87
sana,2025-06-03 02:10:00,BOV_004,39.3,1,51.7,44.4,55.9,0,-34.683442,-60.86265,113.3,1.36
sana,2025-06-03 02:15:00,BOV_004,38.63,1,79.6,44.6,51.4,0,-34.683442,-60.86265,27.5,0.33
sana,2025-06-03 02:20:00,BOV_004,38.38,0,73.0,44.1,61.0,0,-34.683442,-60.862649,145.8,1.75
sana,2025-06-03 02:25:00,BOV_004,39.56,0,76.9,32.7,38.8,0,-34.683441,-60.862649,58.3,0.7
sana,2025-06-03 02:30:00,BOV_004,38.93,1,66.8,50.8,63.3,0,-34.683441,-60.862649,88.3,1.06
sana,2025-06-03 02:35:00,BOV_004,38.39,0,78.6,45.5,51.0,1,-34.683441,-60.862649,48.3,0.58
sana,2025-06-03 02:40:00,BOV_004,38.18,0,64.6,48.8,67.2,0,-34.683441,-60.86265,41.7,0.5
sana,2025-06-03 02:45:00,BOV_004,38.39,0,63.5,35.8,48.4,0,-34.683441,-60.86265,0.0,0.0
sana,2025-06-03 02:50:00,BOV_004,38.09,1,74.5,45.5,50.3,0,-34.683441,-60.86265,0.0,0.0
sana,2025-06-03 02:55:00,BOV_004,38.51,1,68.5,43.5,61.7,0,-34.683442,-60.86265,86.7,1.04
sana,2025-06-03 03:00:00,BOV_004,38.24,0,44.0,43.6,55.8,0,-34.683442,-60.86265,80.0,0.96
sana,2025-06-03 03:05:00,BOV_004,37.8,1,72.7,39.6,52.5,0,-34.683442,-60.86265,21.7,0.26
sana,2025-06-03 03:10:00,BOV_004,38.31,1,67.7,32.4,42.5,0,-34.683443,-60.86265,128.3,1.54
sana,2025-06-03 03:15:00,BOV_004,39.04,1,69.4,43.4,62.4,0,-34.683444,-60.86265,111.7,1.34
